Date,price,ma7,ma30,trend7,prev1,target
2025-03-03,2890.199951171875,2902.4285714285716,2855.0533528645833,-49.800048828125,2836.800048828125,2909.60009765625
2025-03-04,2909.60009765625,2898.4285714285716,2860.5633544921875,-28.0,2890.199951171875,2915.300048828125
2025-03-05,2915.300048828125,2893.7714494977677,2865.906689453125,-32.599853515625,2909.60009765625,2916.60009765625
2025-03-06,2916.60009765625,2895.5000348772323,2870.873356119792,12.10009765625,2915.300048828125,2904.699951171875
2025-03-07,2904.699951171875,2893.7714494977677,2875.5933512369793,-12.10009765625,2916.60009765625,2891.0
2025-03-10,2891.0,2894.8857421875,2879.383349609375,7.800048828125,2904.699951171875,2912.89990234375
2025-03-11,2912.89990234375,2905.757149832589,2885.230013020833,76.099853515625,2891.0,2939.10009765625
2025-03-12,2939.10009765625,2912.7428850446427,2890.973347981771,48.900146484375,2912.89990234375,2984.300048828125
2025-03-13,2984.300048828125,2923.414306640625,2898.1466796875,74.699951171875,2939.10009765625,2994.5
2025-03-14,2994.5,2934.728585379464,2903.863346354167,79.199951171875,2984.300048828125,3000.0
2025-03-17,3000.0,2946.6428571428573,2910.113346354167,83.39990234375,2994.5,3035.10009765625
2025-03-18,3035.10009765625,2965.2714494977677,2916.82001953125,130.400146484375,3000.0,3035.89990234375
2025-03-19,3035.89990234375,2985.971435546875,2922.9066813151044,144.89990234375,3035.10009765625,3040.0
2025-03-20,3040.0,3004.128592354911,2928.520011393229,127.10009765625,3035.89990234375,3018.199951171875
2025-03-21,3018.199951171875,3015.4285714285716,2933.9266764322915,79.099853515625,3040.0,3013.10009765625
2025-03-24,3013.10009765625,3019.5428641183034,2938.7866780598956,28.800048828125,3018.199951171875,3023.699951171875
2025-03-25,3023.699951171875,3023.714285714286,2942.433341471354,29.199951171875,3013.10009765625,3020.89990234375
2025-03-26,3020.89990234375,3026.6999860491073,2946.046671549479,20.89990234375,3023.699951171875,3060.199951171875
2025-03-27,3060.199951171875,3030.2856794084823,2951.086669921875,25.099853515625,3020.89990234375,3086.5
2025-03-28,3086.5,3037.5142647879466,2956.440006510417,50.60009765625,3060.199951171875,3122.800048828125
2025-03-31,3122.800048828125,3049.342843191964,2964.413338216146,82.800048828125,3086.5,3118.89990234375
2025-04-01,3118.89990234375,3063.7285505022323,2970.6566650390623,100.699951171875,3122.800048828125,3139.89990234375
2025-04-02,3139.89990234375,3081.8428083147323,2978.0066650390627,126.7998046875,3118.89990234375,3097.0
2025-04-03,3097.0,3092.3142438616073,2983.239998372396,73.300048828125,3139.89990234375,3012.0
2025-04-04,3012.0,3091.0428292410716,2985.7199951171874,-8.89990234375,3097.0,2951.300048828125
2025-04-07,2951.300048828125,3075.4857003348216,2985.8333333333335,-108.89990234375,3012.0,2968.39990234375
2025-04-08,2968.39990234375,3058.6142578125,2987.963330078125,-118.10009765625,2951.300048828125,3056.5
2025-04-09,3056.5,3049.142822265625,2992.6199951171875,-66.300048828125,2968.39990234375,3155.199951171875
2025-04-10,3155.199951171875,3054.328543526786,3001.686661783854,36.300048828125,3056.5,3222.199951171875
2025-04-11,3222.199951171875,3066.085693359375,3014.5333251953125,82.300048828125,3155.199951171875,3204.800048828125
2025-04-14,3204.800048828125,3081.4857003348216,3025.0199951171876,107.800048828125,3222.199951171875,3218.699951171875
2025-04-15,3218.699951171875,3111.0142647879466,3035.3233235677085,206.699951171875,3204.800048828125,3326.60009765625
2025-04-16,3326.60009765625,3164.6285574776784,3049.0333251953125,375.300048828125,3218.699951171875,3308.699951171875
2025-04-17,3308.699951171875,3213.242850167411,3062.1033203125,340.300048828125,3326.60009765625,3406.199951171875
2025-04-21,3406.199951171875,3263.1999860491073,3078.8199869791665,349.699951171875,3308.699951171875,3400.800048828125
2025-04-22,3400.800048828125,3298.285714285714,3095.8133219401043,245.60009765625,3406.199951171875,3276.300048828125
2025-04-23,3276.300048828125,3306.0142996651784,3107.92666015625,54.10009765625,3400.800048828125,3332.0
2025-04-24,3332.0,3324.185721261161,3121.0233235677083,127.199951171875,3276.300048828125,3282.39990234375
2025-04-25,3282.39990234375,3333.285714285714,3130.9599853515624,63.699951171875,3332.0,3332.5
2025-04-28,3332.5,3334.1285574776784,3142.2266520182293,5.89990234375,3282.39990234375,3318.800048828125
2025-04-29,3318.800048828125,3335.5714285714284,3152.8533203125,10.10009765625,3332.5,3305.0
2025-04-30,3305.0,3321.1142926897323,3161.8499837239583,-101.199951171875,3318.800048828125,3210.0
2025-05-01,3210.0,3293.8571428571427,3167.6533203125,-190.800048828125,3305.0,3231.89990234375
2025-05-02,3231.89990234375,3287.5142647879466,3174.049983723958,-44.400146484375,3210.0,3311.300048828125
2025-05-05,3311.300048828125,3284.55712890625,3183.8199869791665,-20.699951171875,3231.89990234375,3411.39990234375
2025-05-06,3411.39990234375,3302.9857003348216,3197.096647135417,129.0,3311.300048828125,3381.39990234375
2025-05-07,3381.39990234375,3309.9714006696427,3209.019978841146,48.89990234375,3411.39990234375,3296.60009765625
2025-05-08,3296.60009765625,3306.799979073661,3218.2099853515624,-22.199951171875,3381.39990234375,3335.39990234375
2025-05-09,3335.39990234375,3311.142822265625,3227.3833170572916,30.39990234375,3296.60009765625,3220.0
